Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Administração Regional de Samambaia;9114;227941;Material;28;Material de Proteção e Segurança;Outros;Material;30.28.00.002;Materiais e acessórios de proteção de bens públicos;;;3.3.90.30.28.00.002.41515;LONA PLÁSTICA, Descrição: em polietileno impermeável, cor preta, espessura mínima de 100 micras, fornecida em rolo com dimensões mínimas de 4m de largura x 100m de comprimento, destinada à cobertura e proteção em ambientes diversos.;rl;10,0000;6,0000;60,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227942;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.001;Aglutinantes e agregadores;;;3.3.90.30.24.00.001.41516;CASCALHO COMUM, Descrição: composto por no mínimo 80% de material pedregoso, preferencialmente de pedra basalto ou granito, isento de materiais orgânico, indicados para manutenção e recuperação de estradas rurais não pavimentadas ou como revestimento primário de pavimentação.;m³;180,0000;64,0000;11682,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227944;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.011;Pedras desbastadas e serradas;;;3.3.90.30.24.00.011.41517;PEDRA BRITA, Descrição: rocha fragmentada, tamanho nº 01.;m³;180,0000;87,0000;15660,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227945;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.001;Aglutinantes e agregadores;;;3.3.90.30.24.00.001.41518;PEDRISCO, Descrição: ou pedra brita zero, pedra triturada.;m³;96,0000;87,0000;8352,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227946;Material;25;Material para Manutenção de Bens Móveis;Outros;Material;30.25.00.013;Peças e acessórios;;;3.3.90.30.25.00.013.41519;MOLA DE PORTA AÉREA, Descrição: hidráulica, com regulagem de velocidade, para fechamento automático de portas de alumínio e madeira, com até 65kg, incluindo kit de fixação.;un;40,0000;200,0000;8000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227947;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41521;KIT DE PORTA DE MADEIRA, Descrição: pronto para instalação, com abertura tipo de giro (direita ou esquerda), conforme necessidade da Administração, em MDF, acabamento liso, cor a escolher, conforme disponibilidade no catálogo do fabricante, indicado para ambiente interno, composto de uma folha de porta com dimensões de 210cm de altura x 80cm de largura e espessura mínima de 35mm, uma fechadura completa em metal, três dobradiças em aço inoxidável com parafusos para fixação, batente ajustável para paredes de até 15cm de espessura.;kit;50,0000;700,0000;35000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227948;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.006;Louças, azulejos e pisos;;;3.3.90.30.24.00.006.41524;REVESTIMENTO CERÂMICO, Descrição: para piso, medida 46x46cm, classificação PEI 4, tipo classe A (primeira linha), indicado para ambientes internos e externos cobertos com médio e alto tráfego, acabamento liso ou antiderrapante, conforme necessidade da administração, cor a escolher, conforme disponibilidade no catálogo do fabricante.;m²;600,0000;50,0000;30000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227949;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41525;CHAPA DE COMPENSADO, Descrição: tipo virola, composta por lâminas de madeira coladas sob pressão, com dimensões de 220cm × 160cm e espessura mínima de 4mm, indicado para divisórias internas e aplicações gerais em construção civil leve, em ambientes secos.;fl;60,0000;40,0000;2400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227950;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41526;CHAPA DE COMPENSADO, Descrição: tipo madeirite, composta por lâminas de madeira prensadas e coladas com resina fenólica, resistente à umidade, medidas mínima de 220x110cm, espessura de 10mm, indicado para uso em obras temporárias, tais como tapumes, fôrmas e andaimes.;fl;96,0000;49,0000;4704,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227951;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41527;CAIBRO, Descrição: em madeira maçaranduba ou similar, aparelhada, sem empena e rachaduras, medidas mínimas de 5cm de largura e 5cm de espessura.;m;96,0000;30,0000;2880,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227952;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41528;RIPA, Descrição: em madeira maçaranduba ou similar, aparelhado, sem empena e rachaduras, medidas mínimas de 5cm de largura e 1,5cm com de espessura.;m;96,0000;15,0000;1440,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227953;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41529;SARRAFO, Descrição: em madeira maçaranduba ou similar, aparelhada, sem empena e rachaduras, medidas mínimas de 10cm de largura e 2cm de espessura.;m;180,0000;29,0000;5383,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227954;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41530;TÁBUA, Descrição: em madeira mista, aparelhada, sem rachadura e empena, medidas mínimas de 30cm largura e 2cm de espessura.;m;180,0000;40,0000;7200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227955;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.004;Madeiras, laminados, compensados e aglomerados;;;3.3.90.30.24.00.004.41531;VIGOTA, Descrição: em madeira maçaranduba ou similar, aparelhada, sem rachadura e empena, medidas mínimas de 10cm de largura e 5cm de espessura.;m;180,0000;39,0000;7020,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227956;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.013;Material de construção;;;3.3.90.30.24.00.013.41533;TELA DE ALAMBRADO, Descrição: confeccionada em arame de aço galvanizado, fio 14 BWG, malha de 70mm, formato losangular (torção simples), altura mínima de 1,80m, indicada para o cercamento de quadras esportivas, campos de futebol, terrenos e perímetros diversos. Unidade de fornecimento: rolo com, no mínimo, 25 metros.;rl;120,0000;400,0000;48000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227957;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.013;Material de construção;;;3.3.90.30.24.00.013.41534;TIJOLO COMUM, Descrição: confeccionado em barro cozido, maciço, medidas mínimas de 19x9x4cm.;un;960,0000;0,0000;816,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227958;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.013;Material de construção;;;3.3.90.30.24.00.013.41535;TIJOLO CERÂMICO, Descrição: tipo baianinho, confeccionado em barro cozido, vazado com 8 furos, medidas mínimas de 19x19x9cm.;un;960,0000;0,0000;662,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227959;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.007;Materiais para instalação hidráulica;;;3.3.90.30.24.00.007.41536;CAIXA D'ÁGUA, Descrição: capacidade de 500 litros, formato cilíndrico, confeccionada em polietileno 100% atóxico, com tampa de encaixe sem parafusos, superfície interna lisa, própria para armazenamento de água potável.;un;10,0000;359,0000;3599,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227960;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.007;Materiais para instalação hidráulica;;;3.3.90.30.24.00.007.41537;CAIXA D'ÁGUA, Descrição: capacidade de 1.000 litros, formato cilíndrico, confeccionada em polietileno 100% atóxico, com tampa de encaixe sem parafusos, superfície interna lisa, própria para armazenamento de água potável.;un;9,0000;500,0000;4500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227961;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.007;Materiais para instalação hidráulica;;;3.3.90.30.24.00.007.41538;CAIXA D'ÁGUA, Descrição: capacidade de 3.000 litros, formato cilíndrico, confeccionada em polietileno 100% atóxico, com tampa de encaixe sem parafusos, superfície interna lisa, própria para armazenamento de água potável.;un;4,0000;1500,0000;6000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227962;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.41543;PAPEL SULFITE A4 RECICLADO, Descrição: formato 210x297mm, gramatura de 75g/m², produzido com 100% de fibras recicladas, com certificação FSC, Cerflor ou equivalente. Unidade de fornecimento: resma com 500 folhas.;res;320,0000;38,0000;12352,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227963;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41666;BENJAMIM, Descrição: régua de tomada compacta, formato em T, confeccionado em material termoplástico, com uma entrada e três tomadas de saídas, todas no novo padrão brasileiro do tipo 2P+T 10A/250V, destinado à conexão de múltiplos eletroeletrônicos simultaneamente.;un;30,0000;18,0000;540,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227971;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41667;CONJUNTO DE PLUG E RÉGUA DE TOMADA, Descrição: confeccionado em material termoplástico, composto por um plugue tipo macho, para tomadas do novo padrão brasileiro 2P+T 10A/250V, e uma régua de tomadas com, no mínimo, 3 entradas do tipo 2P+T, capaz de suportar corrente nominal de 10A e 20A, destinado à montagem de extensões elétricas versáteis.;conj;30,0000;20,0000;600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227972;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41669;CABO ELÉTRICO DE COBRE, Descrição: tipo paralelo, revestimento com capa plástica antichama, 2 condutores, seção nominal de 2x2,5mm², cor a escolher. Unidade de fornecimento: rolo com 100m.;rl;15,0000;150,0000;2250,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227973;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41670;CABO ELÉTRICO DE COBRE, Descrição: tipo paralelo, revestimento com capa plástica antichama, 2 condutores, seção nominal de 2x4mm², cor a escolher. Unidade de fornecimento: rolo com 100m.;rl;15,0000;160,0000;2400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227974;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41671;CABO ELÉTRICO DE COBRE, Descrição: tipo PP, revestimento com capa plástica antichama, 2 condutores, seção nominal de 2x1,5mm², cor a escolher. Unidade de fornecimento: rolo com 100m.;rl;15,0000;189,0000;2835,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227975;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41672;CABO ELÉTRICO DE COBRE, Descrição: tipo PP, revestimento com capa plástica antichama, 2 condutores, seção nominal de 2x2,5mm², cor a escolher. Unidade de fornecimento: rolo com 100m.;rl;15,0000;195,0000;2925,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227976;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41673;CABO ELÉTRICO DE COBRE, Descrição: tipo PP, revestimento com capa plástica antichama, 3 condutores, seção nominal de 3x2,5mm², cor a escolher. Unidade de fornecimento: rolo com 100m.;rl;15,0000;500,0000;7500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227977;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41674;CABO ELÉTRICO DE COBRE, Descrição: tipo PP, revestimento com capa plástica antichama, 4 condutores, seção nominal de 4x4mm², cor a escolher. Unidade de fornecimento: rolo com 100m.;rl;15,0000;200,0000;3000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227978;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41675;CABO ELÉTRICO DE COBRE, Descrição: tipo PP, revestimento com capa plástica antichama, 4 condutores, seção nominal de 4x6mm², cor a escolher. Unidade de fornecimento: rolo com 100m.;rl;15,0000;400,0000;6000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227979;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41677;CANALETA, Descrição: para passagem de fios, confeccionado em material termoplástico, lisa e fechada, para instalação aparente, com fita adesiva dupla face para fixação, medindo no mínimo 20mm largura x 20mm altura. Unidade de fornecimento: barra com comprimento mínimo de 2m.;bar;96,0000;14,0000;1344,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227980;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41678;DISJUNTOR UNIPOLAR, Descrição: padrão DIN, tensão de operação mínima de 230V, frequência 50/60Hz, com capacidade de interrupção adequada às normas técnicas aplicáveis (NBR/IEC), corrente nominal a ser definida conforme necessidade da Administração, disponível nas seguintes opções: 10A, 16A, 20A, 25A, 32A, 40A, 50A e 63A, destinado à proteção de circuitos elétricos de baixa tensão.;un;100,0000;5,0000;500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227981;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41679;DISJUNTOR BIPOLAR, Descrição: padrão DIN, tensão de operação mínima de 400V, frequência 50/60Hz, com capacidade de interrupção adequada às normas técnicas aplicáveis (NBR/IEC), corrente nominal a ser definida conforme necessidade da Administração, disponível nas seguintes opções: 10A, 16A, 20A, 25A, 32A, 40A, 50A e 63A, destinado à proteção de circuitos elétricos bifásicos em instalações de entrada e distribuição de energia.;un;160,0000;28,0000;4560,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227982;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41680;DISJUNTOR TRIPOLAR, Descrição: padrão DIN, tensão de operação mínima de 400V, frequência 50/60Hz, com capacidade de interrupção adequada às normas técnicas aplicáveis (NBR/IEC), corrente nominal a ser definida conforme necessidade da Administração, disponível nas seguintes opções: 16A, 20A, 25A, 32A, 40A, 50A, 63A e 100A, destinado à proteção de circuitos elétricos trifásicos em instalações de entrada e distribuição de energia.;un;160,0000;30,0000;4800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227983;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41681;FITA ADESIVA ISOLANTE, Descrição: confeccionada em PVC, com adesivo à base de resina de borracha, na cor preta, medidas mínimas de 18 mm de largura e 0,13mm de espessura, propriedade antichama, indicada para isolamento elétrico em fios e cabos, bem como para pequenos reparos em instalações elétricas. Unidade de fornecimento: rolo com comprimento mínimo de 10m.;rl;200,0000;5,0000;1170,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227984;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41683;GUIA PASSA FIO, Descrição: confeccionada em alma de aço, com pontas metálicas arredondadas que evita o travamento em tubulações, com no mínimo de 3,6mm de diâmetro indicada para passagem de cabos e fios em tubulações. Unidade de fornecimento: rolo com no mínimo 30m de comprimento.;rl;20,0000;40,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227985;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41684;INTERRUPTOR DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 01 tecla simples, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;2,0000;192,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227986;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41685;INTERRUPTOR DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 02 teclas simples, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;2,0000;201,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227987;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41686;INTERRUPTOR DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 03 teclas simples, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;2,0000;211,2000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227988;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41687;INTERRUPTOR DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 01 tecla simples e 01 tomada tipo 2P+T, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;2,0000;220,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227989;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41688;INTERRUPTOR DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 02 teclas simples e 01 tomada tipo 2P+T, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;4,0000;384,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227990;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41689;INTERRUPTOR DE SOBREPOR, Descrição: confeccionado em material termoplástico, na cor branca, com 01 tecla simples, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;3,0000;288,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227991;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41690;INTERRUPTOR DE SOBREPOR, Descrição: confeccionado em material termoplástico, na cor branca, com 02 teclas simples, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;3,0000;336,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227992;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41691;INTERRUPTOR DE SOBREPOR, Descrição: confeccionado em material termoplástico, na cor branca, com 01 tecla simples e 01 tomada tipo 2P+T, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;3,0000;364,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227993;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41695;TOMADA DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 01 tomada tipo 2P+T, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;8,0000;768,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227994;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41696;TOMADA DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 02 tomadas tipo 2P+T, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;8,0000;787,2000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227995;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41697;TOMADA DE EMBUTIR, Descrição: confeccionado em material termoplástico, na cor branca, placa padrão de 4x2, com 03 tomadas tipo 2P+T, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;8,0000;806,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227996;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41701;PLACA CEGA, Descrição: confeccionado em material termoplástico, formato padrão 4x4, cor branca, com suporte, acompanha parafusos para fixação.;un;30,0000;2,0000;60,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227997;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41705;PILHA ALCALINA, Descrição: formato padrão AAA, tensão nominal mínima de 1,2V, isenta de metais pesados como mercúrio e cádmio. Unidade de Fornecimento: pacote com 2 unidades.;pct;50,0000;3,0000;150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227998;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.002;Material para eletrônica;;;3.3.90.30.26.00.002.41707;CARREGADOR DE PILHA, Descrição: compatível com pilha recarregável no formato AA/AAA e bateria de 9V, com capacidade de, no mínimo, 04 pilhas, com indicador de carregamento, voltagem de 220V ou bivolt.;un;10,0000;50,0000;500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227999;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41708;RELÊ FOTOELÉTRICO, Descrição: sensor automático para acionamento de lâmpadas em função da luminosidade do ambiente, liga ao anoitecer e desliga ao amanhecer, capacidade de carga de até 1000W, voltagem de 220V ou bivolt, grau de proteção mínimo de IP67, indicado para iluminação de prédios, fachadas, painéis e postes.;un;180,0000;12,0000;2160,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228000;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.41710;TERMINAL, Descrição: tipo olhal anel isolado, confeccionado em cobre eletrolítico estanhado, indicado para terminação de cabos e fios elétricos de seção nominal entre 4,0 mm² e 6,0 mm², com capa plástica de isolação para proteção da região de conexão entre condutor e terminal, garantindo melhor segurança e fixação.;un;60,0000;1,0000;60,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228001;Material;40;Máquinas e Equipamentos Agrícolas e Rodoviários;Outros;Material;52.40.00.002;Maquinas e equipamentos rodoviários;;;4.4.90.52.40.00.002.42041;CORTADORA DE PISO, Descrição: acionado por motor a gasolina de 4 tempos, com potência mínima de 13HP, com tanque de água para refrigeração, ajuste de profundidade do corte para, no mínimo, até 150mm, guia de corte dianteiro e traseiro, equipamento indicado para o corte de piso, concreto e asfalto.;un;4,0000;9000,0000;36000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228002;Material;40;Máquinas e Equipamentos Agrícolas e Rodoviários;Outros;Material;52.40.00.002;Maquinas e equipamentos rodoviários;;;4.4.90.52.40.00.002.42043;COMPACTADOR DE SOLO, Descrição: tipo sapo, acionado por motor a gasolina de 4 tempos, com potência mínima de 6,5HP, profundidade de compactação mínima de 600mm, dimensões mínimas da sapata de 330mm x 300mm, equipamento indicado à compactação de solos argilosos, fundações e bases para pisos.;un;2,0000;6810,0000;13620,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228003;Material;40;Máquinas e Equipamentos Agrícolas e Rodoviários;Outros;Material;52.40.00.002;Maquinas e equipamentos rodoviários;;;4.4.90.52.40.00.002.42044;PLACA COMPACTADORA, Descrição: vibratória, acionada por motor a gasolina de 4 tempos, com potência mínima de 5,5HP, com placa base em aço com dimensões mínimas de 500mm x 360mm, equipada com rodas para transporte e alça de elevação, equipamento indicado à compactação de solos arenosos, bases para pavimentação, assentamento de bloquetes e acabamentos superficiais de obras civis.;un;2,0000;3375,0000;6750,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228004;Material;30;Máquinas e Equipamentos Energéticos;Outros;Material;52.30.00.001;Máquinas, E equipamentos para geração de energia;;;4.4.90.52.30.00.001.42045;GERADOR DE ENERGIA ELÉTRICA, Descrição: portátil, acionado por motor a gasolina de 4 tempos, potência mínima de 15HP, com sistema de partida elétrica e manual retrátil, autonomia aproximada de 8 horas de funcionamento, com rodas e alças para transporte, tensão de saída de 220V ou bivolt, equipamento indicado para alimentação de equipamentos elétricos em situações de emergência, uso em obras, eventos e locais sem rede elétrica disponível, assegurando fornecimento estável e seguro de energia.;un;2,0000;1700,0000;3400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228005;Material;40;Máquinas e Equipamentos Agrícolas e Rodoviários;Outros;Material;52.40.00.002;Maquinas e equipamentos rodoviários;;;4.4.90.52.40.00.002.42046;ROÇADEIRA, Descrição: tipo costal, acionada por motor a gasolina de 2 tempos, com potência mínima de 1,7HP e cilindrada mínima de 42CC, com refrigeração a ar, sistema de ignição eletrônica e partida manual retrátil, acompanha alças e cinto ergonômico para fixação nas costas, chave, misturador de combustível, carretel com fio de nylon e lâmina metálica de corte de três pontas, equipamento destinado ao corte e roçada de capim, mato rasteiro e vegetação leve, em áreas rurais, urbanas ou de manutenção paisagística.;un;6,0000;700,0000;4200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228006;Material;38;Máquinas, Ferramentas e Utensílios de Oficina;Outros;Material;52.38.00.002;Ferramentas, Máquinas e utensílios de marcenaria, Carpintaria e serralheria;;;4.4.90.52.38.00.002.42048;ESMERILHADEIRA ANGULAR, Descrição: elétrica, com disco de 7 polegadas, potência mínima de 2.200W, rosca do eixo tipo M14, com sistema de segurança contra acionamento involuntário, empunhadura auxiliar lateral antiderrapante e capa de proteção com trava de segurança que impede o deslocamento durante o uso, tensão de 220V ou bivolt, equipamento indicado para operações de esmerilhar, desbastar, cortar e remover rebarbas em metais e outros materiais compatíveis.;un;4,0000;1059,0000;4239,6000;0,0000;02/09/2026
